player,season,team_one,team_two,team_three,games_played,toi,war_82,games_missed
ALES.HEMSKY,2007-2008,EDM,none,none,74,1374.48,0.92,8
ALES.KOTALIK,2007-2008,BUF,none,none,77,1188.02,0.64,5
ALEX.BURROWS,2007-2008,VAN,none,none,82,1238.08,0.69,0
ALEX.EDLER,2007-2008,VAN,none,none,75,1599.12,0.74,7
ALEXEI.PONIKAROVSKY,2007-2008,TOR,none,none,65,1049.18,0.69,17
ALEXEI.SEMENOV,2007-2008,S.J,none,none,24,357.87,0.03,58
ALEXEI.ZHITNIK,2007-2008,ATL,none,none,65,1236.28,-1.5,17
ALEX.FROLOV,2007-2008,LAK,none,none,71,1334.68,0.9,11
ALEX.KOVALEV,2007-2008,MTL,none,none,94,1861.18,2.08,-12
ALEX.OVECHKIN,2007-2008,WSH,none,none,89,2062.72,8.72,-7
ALEX.PICARD,2007-2008,TBL,CBJ,none,27,510.33,-0.18,55
ALEX.RADULOV,2007-2008,NSH,none,none,87,1423.65,2.85,-5
ALEX.SEMIN,2007-2008,WSH,none,none,70,1203.67,2.35,12
ALEX.STEEN,2007-2008,TOR,none,none,76,1373.92,-0.09,6
ALEX.TANGUAY,2007-2008,CGY,none,none,85,1591,0.96,-3
ALLAN.ROURKE,2007-2008,EDM,none,none,13,142.1,-1.14,69
ANDERS.ERIKSSON,2007-2008,CGY,none,none,64,1322.68,0.81,18
ANDREAS.KARLSSON,2007-2008,TBL,none,none,58,560.15,-0.71,24
ANDREAS.LILJA,2007-2008,DET,none,none,91,1609.45,0.23,-9
ANDREI.KASTSITSYN,2007-2008,MTL,none,none,71,1124.2,1.34,11
ANDREI.KOSTITSYN,2007-2008,MTL,none,none,18,287.03,2.51,64
ANDREI.MARKOV,2007-2008,MTL,none,none,94,2341.38,1.31,-12
ANDREI.ZYUZIN,2007-2008,CHI,none,none,32,479,-1.74,50
ANDREJ.MESZAROS,2007-2008,OTT,none,none,85,1782.77,0.45,-3
ANDREJ.SEKERA,2007-2008,BUF,none,none,37,713.65,0.47,45
ANDRE.ROY,2007-2008,TBL,none,none,62,343.85,0.13,20
ANDREW.ALBERTS,2007-2008,BOS,none,none,37,743.93,-1.42,45
ANDREW.BRUNETTE,2007-2008,COL,none,none,92,1444.82,1.91,-10
ANDREW.COGLIANO,2007-2008,EDM,none,none,82,1120.28,1.03,0
ANDREW.FERENCE,2007-2008,BOS,none,none,66,1463.95,-1.66,16
ANDREW.GREENE,2007-2008,NJD,none,none,55,1082.5,0.15,27
ANDREW.LADD,2007-2008,CAR,CHI,none,63,804.43,-0.12,19
ANDREW.MURRAY,2007-2008,CBJ,none,none,39,456.52,-0.02,43
ANDREW.PETERS,2007-2008,BUF,none,none,39,138.38,-0.25,43
ANDREW.WOZNIEWSKI,2007-2008,TOR,none,none,48,679.58,-0.34,34
ANDY.GREENE,2007-2008,NJD,none,none,6,97.53,-0.41,76
ANDY.HILBERT,2007-2008,NYI,none,none,68,926.6,0.62,14
ANDY.MCDONALD,2007-2008,ANA,STL,none,82,1464.27,0.81,0
ANDY.SUTTON,2007-2008,NYI,none,none,57,1031.33,0.1,25
ANTHONY.STEWART,2007-2008,FLA,none,none,26,159.65,-0.41,56
ANTOINE.VERMETTE,2007-2008,OTT,none,none,83,1487.08,0.09,-1
ANTON.STRALMAN,2007-2008,TOR,none,none,50,640.58,0.48,32
ANTON.VOLCHENKOV,2007-2008,OTT,none,none,70,1422.8,-0.88,12
ANTTI.MIETTINEN,2007-2008,DAL,none,none,84,1126.12,0.15,-2
ANZE.KOPITAR,2007-2008,LAK,none,none,82,1696.8,3.42,0
ARRON.ASHAM,2007-2008,NJD,none,none,80,684.18,0.09,2
BARRET.JACKMAN,2007-2008,STL,none,none,78,1747.23,0.27,4
BEN.EAGER,2007-2008,PHI,none,none,32,185.72,-0.9,50
BEN.GUITE,2007-2008,COL,none,none,89,1153.57,-0.22,-7
BENOIT.POULIOT,2007-2008,MIN,none,none,12,107.3,1.71,70
BILL.GUERIN,2007-2008,NYI,none,none,80,1390.77,-0.78,2
B.J..CROMBEEN,2007-2008,DAL,none,none,13,74.4,0,69
BLAIR.BETTS,2007-2008,NYR,none,none,83,947.6,-0.44,-1
BLAKE.COMEAU,2007-2008,NYI,none,none,50,584.32,0.08,32
BOBBY.ALLEN,2007-2008,BOS,none,none,18,187.93,-0.09,64
BOBBY.RYAN,2007-2008,ANA,none,none,25,281.33,1.21,57
BORIS.VALABIK,2007-2008,ATL,none,none,7,116.85,-0.94,75
BOYD.DEVEREAUX,2007-2008,TOR,none,none,61,866.42,-1.51,21
BOYD.GORDON,2007-2008,WSH,none,none,74,1147.8,1.67,8
BRAD.BOYES,2007-2008,STL,none,none,82,1470.35,5.46,0
BRAD.ISBISTER,2007-2008,VAN,none,none,55,595.27,0.07,27
BRAD.LARSEN,2007-2008,ATL,none,none,61,559.62,-0.35,21
BRAD.LUKOWICH,2007-2008,TBL,none,none,59,979.73,0.33,23
BRAD.MAY,2007-2008,ANA,none,none,67,445.48,-1.16,15
BRAD.RICHARDS,2007-2008,DAL,none,none,92,2116.13,0.3,-10
BRAD.RICHARDSON,2007-2008,COL,none,none,22,296.55,1.16,60
BRAD.STUART,2007-2008,DET,none,none,93,1977.5,-1.66,-11
BRAD.WINCHESTER,2007-2008,DAL,none,none,47,416.03,-0.24,35
BRANDON.BOCHENSKI,2007-2008,NSH,none,none,43,497.47,0,39
BRANDON.DUBINSKY,2007-2008,NYR,none,none,92,1378.25,1.11,-10
BRANISLAV.MEZEI,2007-2008,FLA,none,none,57,824.23,-0.92,25
BRANKO.RADIVOJEVIC,2007-2008,MIN,none,none,73,1085.67,-0.15,9
BRAYDON.COBURN,2007-2008,PHI,none,none,92,1970.08,0.67,-10
BRENDAN.MORRISON,2007-2008,VAN,none,none,39,599.82,0.84,43
BRENDAN.SHANAHAN,2007-2008,NYR,none,none,83,1521.93,1.53,-1
BRENDAN.WITT,2007-2008,NYI,none,none,58,1258,-1.74,24
BRENDEN.MORROW,2007-2008,DAL,none,none,100,2058.45,1.44,-18
BRENT.BURNS,2007-2008,MIN,none,none,86,2011.57,0.64,-4
BRENT.SEABROOK,2007-2008,CHI,none,none,81,1740.75,0.22,1
BRENT.SOPEL,2007-2008,CHI,none,none,57,1156.52,0.78,25
BRET.HEDICAN,2007-2008,CAR,none,none,66,1272.48,0.1,16
BRETT.CLARK,2007-2008,COL,none,none,57,1319.95,0.13,25
BRETT.LEBDA,2007-2008,DET,none,none,97,1523.7,0.14,-15
BRETT.MCLEAN,2007-2008,FLA,none,none,66,1087.63,0.11,16
BRETT.STERLING,2007-2008,ATL,none,none,13,161.12,-0.13,69
BRIAN.BOYLE,2007-2008,LAK,none,none,8,109,0.72,74
BRIAN.CAMPBELL,2007-2008,S.J,none,none,95,2439.9,1.03,-13
BRIAN.GIONTA,2007-2008,NJD,none,none,87,1586.3,1.94,-5
BRIAN.LEE,2007-2008,OTT,none,none,10,158.97,-0.57,72
BRIAN.MCGRATTAN,2007-2008,OTT,none,none,36,109.1,-0.27,46
BRIAN.POTHIER,2007-2008,WSH,none,none,38,710.48,0.41,44
BRIAN.RAFALSKI,2007-2008,DET,none,none,95,2303.83,0.08,-13
BRIAN.ROLSTON,2007-2008,MIN,none,none,85,1720.9,-0.46,-3
BRIAN.SUTHERBY,2007-2008,ANA,none,none,55,456.3,-0.28,27
BRIAN.WILLSIE,2007-2008,LAK,none,none,53,563.22,-0.2,29
BROOKS.LAICH,2007-2008,WSH,none,none,89,1282.03,0.86,-7
BROOKS.ORPIK,2007-2008,PIT,none,none,98,1738.23,-0.97,-16
BRUNO.GERVAIS,2007-2008,NYI,none,none,59,1190.98,-0.53,23
BRYAN.ALLEN,2007-2008,FLA,none,none,73,1554.08,-0.24,9
BRYAN.BERARD,2007-2008,NYI,none,none,54,952.65,-0.58,28
BRYAN.LITTLE,2007-2008,ATL,none,none,48,749.25,0.31,34
BRYAN.MCCABE,2007-2008,TOR,none,none,54,1396,-0.18,28
BRYAN.SMOLINSKI,2007-2008,MTL,none,none,76,1014.88,0.73,6
BRYCE.SALVADOR,2007-2008,NJD,none,none,69,1356.77,-0.59,13
BYRON.RITCHIE,2007-2008,VAN,none,none,71,875.47,-0.52,11
CAM.BARKER,2007-2008,CHI,none,none,45,773.95,-0.67,37
CAM.JANSSEN,2007-2008,STL,none,none,12,85.43,-0.2,70
CARLO.COLAIACOVO,2007-2008,TOR,none,none,28,488.15,2.72,54
CASEY.BORER,2007-2008,CAR,none,none,11,168.13,-0.37,71
CHAD.KILGER,2007-2008,TOR,none,none,52,615.77,-0.2,30
CHAD.LAROSE,2007-2008,CAR,none,none,58,814.92,0.85,24
CHRIS.CAMPOLI,2007-2008,NYI,none,none,46,879.68,1.57,36
CHRIS.CHELIOS,2007-2008,DET,none,none,83,1350.85,0.29,-1
CHRIS.CLARK,2007-2008,WSH,none,none,18,304.2,-1.64,64
CHRIS.CONNER,2007-2008,DAL,none,none,23,268.15,-0.07,59
CHRIS.DRURY,2007-2008,NYR,none,none,92,1807.7,1.59,-10
CHRIS.GRATTON,2007-2008,TBL,none,none,60,762.25,-0.18,22
CHRIS.HIGGINS,2007-2008,MTL,none,none,93,1692.87,1.06,-11
CHRIS.KELLY,2007-2008,OTT,none,none,73,1227.58,-0.24,9
CHRIS.KUNITZ,2007-2008,ANA,none,none,88,1497.13,0.71,-6
CHRIS.NEIL,2007-2008,OTT,none,none,71,899.15,0.69,11
CHRIS.PHILLIPS,2007-2008,OTT,none,none,84,1888.32,-0.3,-2
CHRIS.PRONGER,2007-2008,ANA,none,none,78,2015.4,0.73,4
CHRIS.SIMON,2007-2008,MIN,none,none,38,286.55,-0.13,44
CHRIS.THORBURN,2007-2008,ATL,none,none,73,652.45,-0.04,9
CHRISTIAN.BACKMAN,2007-2008,NYR,none,none,71,1356.28,-0.08,11
CHRISTIAN.EHRHOFF,2007-2008,S.J,none,none,87,1903.55,-0.1,-5
CHRISTOPH.SCHUBERT,2007-2008,OTT,none,none,83,1151.98,-0.09,-1
CHUCK.KOBASEW,2007-2008,BOS,none,none,73,1290.33,-0.2,9
CLARKE.MACARTHUR,2007-2008,BUF,none,none,35,527.07,-0.66,47
CLAY.WILSON,2007-2008,CBJ,none,none,7,118.43,2.69,75
CODY.BASS,2007-2008,OTT,none,none,24,144.87,0.85,58
CODY.MCCORMICK,2007-2008,COL,none,none,44,486.35,0.02,38
CODY.MCLEOD,2007-2008,COL,none,none,59,619.83,-0.13,23
COLBY.ARMSTRONG,2007-2008,PIT,ATL,none,72,1156.03,0.55,10
COLIN (JOHN).WHITE,2007-2008,NJD,none,none,62,1221.75,-0.58,20
COLIN.STUART,2007-2008,ATL,none,none,18,221.92,-0.5,64
COLTON.ORR,2007-2008,NYR,none,none,74,587.83,-0.24,8
CONNOR.JAMES,2007-2008,PIT,none,none,13,96.55,-0.25,69
COREY.PERRY,2007-2008,ANA,none,none,73,1301.25,1.08,9
CORY.MURPHY,2007-2008,FLA,none,none,47,723.4,1.73,35
CORY.SARICH,2007-2008,CGY,none,none,87,1642.57,-0.73,-5
CORY.STILLMAN,2007-2008,OTT,none,none,82,1558.4,1.52,0
CRAIG.ADAMS,2007-2008,CAR,CHI,none,74,809.65,-0.54,8
CRAIG.CONROY,2007-2008,CGY,none,none,86,1472.45,-0.26,-4
CRAIG.MACDONALD,2007-2008,TBL,none,none,65,706.5,-0.16,17
CRAIG.RIVET,2007-2008,S.J,none,none,87,1867.58,-0.18,-5
CRAIG.WELLER,2007-2008,ARI,none,none,59,612.58,-0.04,23
CURTIS.BROWN,2007-2008,S.J,none,none,40,421.1,-0.04,42
CURTIS.GLENCROSS,2007-2008,CBJ,EDM,none,62,703.9,2.24,20
DAINIUS.ZUBRUS,2007-2008,NJD,none,none,86,1368.37,0.68,-4
DALLAS.DRAKE,2007-2008,DET,none,none,87,945.63,0.42,-5
DAN.BOYLE,2007-2008,TBL,none,none,37,1013.95,1.51,45
DAN.CARCILLO,2007-2008,ARI,none,none,57,724.32,-0.66,25
DAN.CLEARY,2007-2008,DET,none,none,85,1487.62,1.73,-3
DAN.FRITSCHE,2007-2008,CBJ,none,none,69,851.83,0.19,13
DAN.GIRARDI,2007-2008,NYR,none,none,92,1945.02,-0.66,-10
DAN.HAMHUIS,2007-2008,NSH,none,none,86,1955.08,0.18,-4
DAN.HINOTE,2007-2008,STL,none,none,58,609.88,-1.03,24
DANIEL.ALFREDSSON,2007-2008,OTT,none,none,71,1574.17,5.68,11
DANIEL.BRIERE,2007-2008,PHI,none,none,96,1801.87,2.45,-14
DANIEL.PAILLE,2007-2008,BUF,none,none,76,996.02,1.79,6
DANIEL.SEDIN,2007-2008,VAN,none,none,82,1559.92,3.38,0
DANIEL.WINNIK,2007-2008,ARI,none,none,79,1113.93,0.22,3
DANY.HEATLEY,2007-2008,OTT,none,none,73,1608.22,3.29,9
DARCY.HORDICHUK,2007-2008,NSH,none,none,50,249.4,-0.28,32
DARCY.TUCKER,2007-2008,TOR,none,none,74,1216.12,0.95,8
DARREN.HAYDAR,2007-2008,ATL,none,none,16,188.13,0.67,66
DARREN.HELM,2007-2008,DET,none,none,25,184.07,0.3,57
DARREN.MCCARTY,2007-2008,DET,none,none,20,131.82,-0.78,62
DARRYL.SYDOR,2007-2008,PIT,none,none,78,1364.25,-0.11,4
DAVE.BOLLAND,2007-2008,CHI,none,none,39,534.97,1.3,43
DAVID.BACKES,2007-2008,STL,none,none,72,1056.72,0.13,10
DAVID.BOOTH,2007-2008,FLA,none,none,73,1180.57,1.11,9
DAVID.CLARKSON,2007-2008,NJD,none,none,85,1035.65,0.46,-3
DAVID.HALE,2007-2008,CGY,none,none,64,882.02,-0.38,18
DAVID.JONES,2007-2008,COL,none,none,37,425.13,-0.13,45
DAVID.KREJCI,2007-2008,BOS,none,none,63,959.02,0.39,19
DAVID.LEGWAND,2007-2008,NSH,none,none,68,1225.37,-0.27,14
DAVID.MOSS,2007-2008,CGY,none,none,46,559.87,1.12,36
DAVID.PERRON,2007-2008,STL,none,none,61,778.12,2.35,21
DAVID.STECKEL,2007-2008,WSH,none,none,74,1009.45,0.45,8
DAVID.TANABE,2007-2008,CAR,none,none,18,215.57,-0.09,64
DAVID.VYBORNY,2007-2008,CBJ,none,none,66,1021.1,0.82,16
DAYMOND.LANGKOW,2007-2008,CGY,none,none,87,1634.73,2.01,-5
DEAN.MCAMMOND,2007-2008,OTT,none,none,68,826.93,0.34,14
DENIS.GREBESHKOV,2007-2008,EDM,none,none,71,1198.3,1.02,11
DENIS.TOLPEKO,2007-2008,PHI,none,none,26,215.27,0.73,56
DENNIS.SEIDENBERG,2007-2008,CAR,none,none,47,885.2,0.03,35
DENNIS.WIDEMAN,2007-2008,BOS,none,none,87,2170.97,-0.42,-5
DEREK.ARMSTRONG,2007-2008,LAK,none,none,77,1022.73,1.78,5
DEREK.BOOGAARD,2007-2008,MIN,none,none,39,159.33,-0.48,43
DEREK.MACKENZIE,2007-2008,CBJ,none,none,17,132.23,0.43,65
DEREK.MEECH,2007-2008,DET,none,none,32,388.48,-1.67,50
DEREK.MORRIS,2007-2008,ARI,none,none,82,1780.47,-0.31,0
DEREK.ROY,2007-2008,BUF,none,none,77,1600.6,5.38,5
DERIAN.HATCHER,2007-2008,PHI,none,none,59,1245.47,-1.24,23
DERICK.BRASSARD,2007-2008,CBJ,none,none,17,153.9,0.14,65
DEVIN.SETOGUCHI,2007-2008,S.J,none,none,53,718.7,0.15,29
DICK.TARNSTROM,2007-2008,EDM,none,none,48,929.88,-1.09,34
DION.PHANEUF,2007-2008,CGY,none,none,89,2354.05,1.24,-7
DJ.KING,2007-2008,STL,none,none,60,341.95,-0.46,22
DMITRI.KALININ,2007-2008,BUF,none,none,45,783.05,-1.37,37
DOMINIC.MOORE,2007-2008,MIN,none,none,67,893.53,0.65,15
DONALD.BRASHEAR,2007-2008,WSH,none,none,86,681.22,-0.1,-4
DOUG.JANIK,2007-2008,TBL,none,none,59,568.93,-0.07,23
DOUGLAS.MURRAY,2007-2008,S.J,none,none,79,1388.98,0.61,3
DOUG.WEIGHT,2007-2008,ANA,none,none,72,1017.37,0.07,10
DREW.FATA,2007-2008,NYI,none,none,5,87.53,-1.97,77
DREW.MILLER,2007-2008,ANA,none,none,26,290.93,0.28,56
DREW.STAFFORD,2007-2008,BUF,none,none,63,859.43,1.78,19
DUNCAN.KEITH,2007-2008,CHI,none,none,81,2072.92,-0.19,1
DUSTIN.BOYD,2007-2008,CGY,none,none,48,470.72,0.46,34
DUSTIN.BROWN,2007-2008,LAK,none,none,78,1582.98,3.74,4
DUSTIN.BYFUGLIEN,2007-2008,CHI,none,none,67,1140.95,1.3,15
DUSTIN.PENNER,2007-2008,EDM,none,none,82,1410.68,1.49,0
DUVIE.WESTCOTT,2007-2008,CBJ,none,none,23,376.33,0.25,59
ED.JOVANOVSKI,2007-2008,ARI,none,none,80,1801.68,0.41,2
ENVER.LISIN,2007-2008,ARI,none,none,13,187.92,0.32,69
ERIC.BELANGER,2007-2008,MIN,none,none,79,1367.95,-0.17,3
ERIC.BOULTON,2007-2008,ATL,none,none,72,551.27,-0.73,10
ERIC.BREWER,2007-2008,STL,none,none,77,1896.33,-1.12,5
ERIC.FEHR,2007-2008,WSH,none,none,28,290.28,2.49,54
ERIC.GODARD,2007-2008,CGY,none,none,79,366.22,-0.49,3
ERIC.NYSTROM,2007-2008,CGY,none,none,51,559.25,0.08,31
ERIC.PERRIN,2007-2008,ATL,none,none,81,1443.97,0.4,1
ERIC.STAAL,2007-2008,CAR,none,none,82,1773.57,3.32,0
ERIK.CHRISTENSEN,2007-2008,PIT,none,none,59,787.18,0.61,23
ERIK.COLE,2007-2008,CAR,none,none,73,1412.98,1.8,9
ERIK.JOHNSON,2007-2008,STL,none,none,69,1252.98,0.29,13
