player,team,season,status,position_new,cap_hit,total_games_missed_injury,total_chip
 ANZE.KOPITAR,LAK,2014-2015,active,F,6.8,3,248.780487805
 ANZE.KOPITAR,LAK,2015-2016,active,F,6.8,1,82.926829268
 ANZE.KOPITAR,LAK,2016-2017,active,F,10,6,731.707317073
 ARRON.ASHAM,NYR,2012-2013,active,F,1,17,207.31707317000001
 ARRON.ASHAM,PHI,2009-2010,active,F,0.64,5,39.024390244
 ARRON.ASHAM,PIT,2010-2011,active,F,0.7,35,298.780487806
 ARRON.ASHAM,PIT,2011-2012,active,F,0.775,16,151.219512195
 ARTEM.ANISIMOV,CHI,2015-2016,active,F,3.283333,5,200.203231707
 ARTEM.ANISIMOV,CHI,2016-2017,active,F,4.55,18,998.780487805
 ARTEM.ANISIMOV,CHI,2017-2018,active,F,4.55,10,554.87804878
 ARTEM.ANISIMOV,CBJ,2012-2013,active,F,1.875,13,297.256097562
 ARTEM.ANISIMOV,CBJ,2014-2015,active,F,3.283333,30,1201.219390244
 ARTEM.ANISIMOV,NYR,2011-2012,active,F,1.875,3,68.597560976
 ARTEMI.PANARIN,CHI,2015-2016,active,F,3.6125,2,88.109756098
 ARTTURI.LEHKONEN,MTL,2016-2017,active,F,1.096667,9,120.365890244
 ARTTURI.LEHKONEN,MTL,2017-2018,active,F,0.925,16,180.487804878
 AUSTIN.CZARNIK,BOS,2016-2017,active,F,0.9,5,54.87804878
 AUSTIN.CZARNIK,BOS,2017-2018,active,F,0.675,1,8.231707317
 AUSTIN.WATSON,NSH,2015-2016,active,F,0.575,1,7.012195122
 AUSTIN.WATSON,NSH,2017-2018,active,F,1.1,3,40.243902439
 AUSTON.MATTHEWS,TOR,2017-2018,active,F,3.775,20,920.731707317
 B.J..CROMBEEN,STL,2009-2010,active,F,0.873,3,31.93902439
 B.J..CROMBEEN,STL,2010-2011,active,F,0.873,2,21.292682927
 B.J..CROMBEEN,STL,2011-2012,active,F,1,35,426.829268293
 B.J..CROMBEEN,TBL,2012-2013,active,F,1,4,48.78048780500001
 BARCLAY.GOODROW,SJS,2014-2015,active,F,0.626667,10,76.422804878
 BARCLAY.GOODROW,SJS,2017-2018,active,F,0.65,22,174.390243902
 BARRET.JACKMAN,NSH,2015-2016,active,D,2,2,48.780487804
 BARRET.JACKMAN,STL,2009-2010,active,D,3.625,16,707.317073171
 BARRET.JACKMAN,STL,2010-2011,active,D,3.625,22,972.560975611
 BARRET.JACKMAN,STL,2011-2012,active,D,3.625,1,44.207317073
 BARRET.JACKMAN,STL,2012-2013,active,D,3.167,2,77.243902439
 BARRET.JACKMAN,STL,2013-2014,active,D,3.166667,2,77.235780488
 BEAU.BENNETT,NJD,2016-2017,active,F,0.725,12,106.097560976
 BEAU.BENNETT,PIT,2012-2013,active,F,0.9,1,10.975609756
 BEAU.BENNETT,PIT,2013-2014,active,F,0.9,61,669.512195122
 BEAU.BENNETT,PIT,2014-2015,active,F,0.9,26,285.365853659
 BEAU.BENNETT,PIT,2015-2016,active,F,0.8,48,468.292682927
 BEN.BISHOP,DAL,2017-2018,active,G,4.916667,16,959.349658538
 BEN.BISHOP,OTT,2011-2012,active,G,0.6,4,29.268292683
 BEN.BISHOP,TBL,2013-2014,active,G,2.3,7,196.341463414
 BEN.BISHOP,TBL,2014-2015,active,G,2.3,5,140.243902439
 BEN.BISHOP,TBL,2016-2017,active,G,5.95,9,653.048780488
 BEN.CHIAROT,WPG/ATL,2014-2015,active,D,0.6,17,124.390243902
 BEN.CHIAROT,WPG/ATL,2015-2016,active,D,0.85,3,31.097560976
 BEN.CHIAROT,WPG/ATL,2016-2017,active,D,0.85,22,228.048780487
 BEN.EAGER,CHI,2009-2010,active,F,0.965,21,247.134146342
 BEN.EAGER,EDM,2011-2012,active,F,1.1,16,214.634146342
 BEN.EAGER,EDM,2012-2013,active,F,1.1,9,120.731707317
 BEN.EAGER,SJS,2010-2011,active,F,0.965,1,11.768292683
 BEN.EAGER,WPG/ATL,2010-2011,active,F,0.965,4,47.073170732
 BEN.HARPUR,OTT,2017-2018,active,D,0.773333,7,66.016231707
 BEN.HUTTON,VAN,2015-2016,active,D,0.95375,7,81.417682927
 BEN.HUTTON,VAN,2016-2017,active,D,0.89625,11,120.228658537
 BEN.HUTTON,VAN,2017-2018,active,D,2.8,9,307.317073171
 BEN.LOVEJOY,ANA,2013-2014,active,D,1.1,1,13.414634146
 BEN.LOVEJOY,ANA,2014-2015,active,D,1.1,21,281.707317073
 BEN.LOVEJOY,PIT,2010-2011,active,D,0.525,3,19.207317073
 BEN.LOVEJOY,PIT,2011-2012,active,D,0.525,26,166.463414634
 BEN.LOVEJOY,PIT,2015-2016,active,D,1.1,16,214.634146341
 BEN.MAXWELL,WPG/ATL,2011-2012,active,F,0.715,5,43.597560976
 BEN.SCRIVENS,EDM,2014-2015,active,G,2.3,4,112.195121951
 BEN.SMITH,CHI,2011-2012,active,F,0.813,4,39.658536585
 BEN.SMITH,SJS,2015-2016,active,F,1.5,24,439.02439024299997
 BEN.SMITH,TOR,2016-2017,active,F,0.675,18,148.170731707
 BEN.STREET,COL,2014-2015,active,F,0.65,19,150.609756098
 BEN.STREET,COL,2015-2016,active,F,0.65,44,348.780487805
 BENN.FERRIERO,SJS,2010-2011,active,F,0.85,1,10.365853659
 BENOIT.POULIOT,BOS,2011-2012,active,F,1.1,5,67.073170732
 BENOIT.POULIOT,EDM,2014-2015,active,F,4,24,1170.731707317
 BENOIT.POULIOT,EDM,2015-2016,active,F,4,27,1317.073170732
 BENOIT.POULIOT,EDM,2016-2017,active,F,4,10,487.804878049
 BENOIT.POULIOT,MIN,2009-2010,active,F,0.803,4,39.170731707
 BENOIT.POULIOT,MTL,2009-2010,active,F,0.803,13,127.30487804900001
 BENOIT.POULIOT,MTL,2010-2011,active,F,1.35,2,32.926829268
 BENOIT.POULIOT,TBL,2012-2013,active,F,1.8,11,241.463414634
 BILL.GUERIN,PIT,2009-2010,active,F,2,4,97.560975609
 BLAIR.BETTS,PHI,2009-2010,active,F,0.55,19,127.43902439000001
 BLAIR.BETTS,PHI,2010-2011,active,F,0.7,7,59.756097561
 BLAIR.JONES,CGY,2011-2012,active,F,0.525,19,121.646341463
 BLAIR.JONES,CGY,2013-2014,active,F,0.65,12,95.12195122
 BLAIR.JONES,TBL,2010-2011,active,F,0.494,1,6.024390244
 BLAKE.COLEMAN,NJD,2016-2017,active,F,0.9125,2,22.256097561
 BLAKE.COMEAU,CGY,2011-2012,active,F,2.5,4,121.951219512
 BLAKE.COMEAU,COL,2016-2017,active,F,2.4,5,146.341463415
 BLAKE.COMEAU,COL,2017-2018,active,F,2.4,3,87.804878049
 BLAKE.COMEAU,CBJ,2013-2014,active,F,1,18,219.51219512199998
 BLAKE.COMEAU,NYI,2009-2010,active,F,0.65,6,47.560975608999996
 BLAKE.COMEAU,NYI,2010-2011,active,F,0.65,4,31.707317073
 BLAKE.COMEAU,PIT,2014-2015,active,F,0.7,21,179.268292683
 BLAKE.GEOFFRION,NSH,2011-2012,active,F,1.063,6,77.780487805
 BLAKE.WHEELER,WPG/ATL,2011-2012,active,F,2.55,2,62.195121951
 BLAKE.WHEELER,WPG/ATL,2014-2015,active,F,5.6,2,136.585365854
 BO.HORVAT,VAN,2014-2015,active,F,1.744167,4,85.081317073
 BO.HORVAT,VAN,2016-2017,active,F,1.744167,1,21.270329268
 BO.HORVAT,VAN,2017-2018,active,F,5.5,18,1207.317073171
 BOBBY.BUTLER,OTT,2011-2012,active,F,1.05,7,89.634146341
 BOBBY.FARNHAM,NJD,2015-2016,active,F,0.575,8,56.097560976
 BOBBY.RYAN,ANA,2009-2010,active,F,1.922,1,23.43902439
 BOBBY.RYAN,ANA,2012-2013,active,F,5.1,2,124.390243902
 BOBBY.RYAN,OTT,2013-2014,active,F,5.1,12,746.341463415
 BOBBY.RYAN,OTT,2014-2015,active,F,5.1,4,248.780487804
 BOBBY.RYAN,OTT,2015-2016,active,F,7.25,1,88.414634146
 BOBBY.RYAN,OTT,2016-2017,active,F,7.25,20,1768.292682927
 BOBBY.RYAN,OTT,2017-2018,active,F,7.25,20,1768.292682926
 BOBBY.SANGUINETTI,CAR,2012-2013,active,D,0.7,4,34.146341463
 BOO.FAST,NYR,2017-2018,active,F,1.85,6,135.365853658
 BOO.NIEVES,NYR,2017-2018,active,F,0.925,4,45.12195122
 BOONE.JENNER,CBJ,2013-2014,active,F,0.894167,9,98.140280488
 BOONE.JENNER,CBJ,2014-2015,active,F,0.894166,51,556.127634146
 BOONE.JENNER,CBJ,2017-2018,active,F,2.9,7,247.56097561
 BORIS.VALABIK,WPG/ATL,2009-2010,active,D,0.763,47,437.329268292
 BORNA.RENDULIC,COL,2014-2015,active,F,0.6225,37,280.884146341
 BOYD.GORDON,ARI/PHX,2011-2012,active,F,1.325,7,113.109756098
 BOYD.GORDON,ARI/PHX,2015-2016,active,F,3,17,621.951219513
 BOYD.GORDON,EDM,2013-2014,active,F,3,8,292.682926829
 BOYD.GORDON,EDM,2014-2015,active,F,3,14,512.195121951
 BOYD.GORDON,PHI,2016-2017,active,F,0.95,18,208.536585366
 BOYD.GORDON,WSH,2009-2010,active,F,0.761,41,380.5
 BOYD.GORDON,WSH,2010-2011,active,F,0.8,18,175.609756098
 BRAD.BOYES,BUF,2011-2012,active,F,4,15,731.707317073
 BRAD.BOYES,FLA,2013-2014,active,F,1,2,24.390243902
 BRAD.BOYES,FLA,2014-2015,active,F,2.625,1,32.012195122
 BRAD.BOYES,TOR,2015-2016,active,F,0.7,10,85.36585365900001
 BRAD.MARCHAND,BOS,2010-2011,active,F,0.822,3,30.073170732
 BRAD.MARCHAND,BOS,2011-2012,active,F,2.5,1,30.487804878
 BRAD.MARCHAND,BOS,2012-2013,active,F,2.5,3,91.463414634
 BRAD.MARCHAND,BOS,2014-2015,active,F,4.5,3,164.634146341
 BRAD.MARCHAND,BOS,2015-2016,active,F,4.5,2,109.756097561
 BRAD.MARCHAND,BOS,2017-2018,active,F,6.125,9,672.2560975600001
 BRAD.MAY,DET,2009-2010,active,F,0.5,3,18.292682927
 BRAD.MILLS,CHI,2013-2014,active,F,0.55,6,40.243902439
 BRAD.RICHARDS,CHI,2014-2015,active,F,2,6,146.341463414
 BRAD.RICHARDS,DAL,2009-2010,active,F,7.8,2,190.243902439
 BRAD.RICHARDS,DAL,2010-2011,active,F,7.8,10,951.219512195
 BRAD.RICHARDS,DET,2015-2016,active,F,4,13,634.146341463
 BRAD.RICHARDS,NYR,2012-2013,active,F,6.667,2,162.609756098
 BRAD.RICHARDSON,ARI/PHX,2016-2017,active,F,2.083333,66,1676.829
 BRAD.RICHARDSON,ARI/PHX,2017-2018,active,F,2.083333,6,152.43900000000002
 BRAD.RICHARDSON,LAK,2010-2011,active,F,0.9,4,43.902439024
 BRAD.RICHARDSON,VAN,2013-2014,active,F,1.15,9,126.219512195
 BRAD.RICHARDSON,VAN,2014-2015,active,F,1.15,37,518.9024390249999
 BRAD.STAUBITZ,ANA,2012-2013,active,F,0.638,2,15.56097561
 BRAD.STAUBITZ,SJS,2009-2010,active,F,0.5,19,115.853658537
 BRAD.STUART,COL,2014-2015,active,D,3.6,17,746.341463414
 BRAD.STUART,COL,2015-2016,active,D,3.6,71,3117.073170732
 BRAD.STUART,DET,2010-2011,active,D,3.75,15,685.975609756
 BRAD.STUART,DET,2011-2012,active,D,3.75,1,45.731707317
 BRAD.STUART,SJS,2013-2014,active,D,3.6,15,658.5365853659999
 BRAD.WINCHESTER,STL,2010-2011,active,F,0.7,1,8.536585366
 BRADEN.HOLTBY,WSH,2017-2018,active,G,6.1,2,148.780487805
 BRADY.SKJEI,NYR,2016-2017,active,D,0.925,1,11.280487805
 BRANDON.BOLLIG,CGY,2014-2015,active,F,1.25,1,15.243902439
 BRANDON.CARLO,BOS,2017-2018,active,D,0.894167,5,54.522378049
 BRANDON.DAVIDSON,EDM,2015-2016,active,D,0.585,20,142.682926829
 BRANDON.DAVIDSON,EDM,2016-2017,active,D,1.425,34,590.853658537
 BRANDON.DAVIDSON,NYI,2017-2018,active,D,1.425,3,52.134146341
 BRANDON.DUBINSKY,CBJ,2012-2013,active,F,4.2,19,973.1707317070001
 BRANDON.DUBINSKY,CBJ,2013-2014,active,F,4.2,6,307.317073171
 BRANDON.DUBINSKY,CBJ,2014-2015,active,F,4.2,35,1792.682926828
 BRANDON.DUBINSKY,CBJ,2015-2016,active,F,5.85,6,428.048780488
 BRANDON.DUBINSKY,CBJ,2016-2017,active,F,5.85,2,142.682926829
 BRANDON.DUBINSKY,CBJ,2017-2018,active,F,5.85,18,1284.146341463
 BRANDON.DUBINSKY,NYR,2009-2010,active,F,1.85,13,293.292682927
 BRANDON.DUBINSKY,NYR,2010-2011,active,F,1.85,5,112.804878049
 BRANDON.DUBINSKY,NYR,2011-2012,active,F,4.2,5,256.097560975
 BRANDON.GORMLEY,ARI/PHX,2014-2015,active,D,1.315,19,304.69512195100003
 BRANDON.KOZUN,TOR,2014-2015,active,F,0.55,20,134.146341463
 BRANDON.MANNING,PHI,2016-2017,active,D,0.975,7,83.231707316
 BRANDON.MANNING,PHI,2017-2018,active,D,0.975,10,118.902439024
 BRANDON.MONTOUR,ANA,2017-2018,active,D,0.925,1,11.280487805
 BRANDON.PIRRI,ANA,2015-2016,active,F,0.925,12,135.365853658
 BRANDON.PIRRI,FLA,2014-2015,active,F,0.925,19,214.32926829299998
 BRANDON.PIRRI,FLA,2015-2016,active,F,0.925,6,67.682926829
 BRANDON.PRUST,MTL,2012-2013,active,F,2.5,10,304.87804878
 BRANDON.PRUST,MTL,2013-2014,active,F,2.5,30,914.634146342
 BRANDON.PRUST,VAN,2015-2016,active,F,2.5,12,365.853658537
 BRANDON.SAAD,CHI,2013-2014,active,F,0.894167,3,32.713426829
 BRANDON.SAAD,CBJ,2015-2016,active,F,6,4,292.682926829
 BRANDON.SEGAL,LAK,2009-2010,active,F,0.55,9,60.365853659
 BRANDON.SUTTER,CAR,2009-2010,active,F,1.225,1,14.93902439
 BRANDON.SUTTER,PIT,2014-2015,active,F,3.3,2,80.487804878
 BRANDON.SUTTER,VAN,2015-2016,active,F,3.3,62,2495.12195122
 BRANDON.SUTTER,VAN,2016-2017,active,F,4.375,1,53.353658537
 BRANDON.SUTTER,VAN,2017-2018,active,F,4.375,21,1120.426829268
 BRANDON.TANEV,WPG/ATL,2016-2017,active,F,0.874125,2,21.320121951
 BRANDON.TANEV,WPG/ATL,2017-2018,active,F,0.7,16,136.585365854
 BRANDON.YIP,COL,2009-2010,active,F,0.575,14,98.170731707
 BRANDON.YIP,COL,2010-2011,active,F,0.725,2,17.682926829
 BRANDON.YIP,COL,2011-2012,active,F,0.725,26,229.87804878
 BRANDON.YIP,NSH,2012-2013,active,F,0.75,11,100.609756097
 BRAYDEN.MCNABB,BUF,2011-2012,active,D,0.9,8,87.804878049
 BRAYDEN.MCNABB,LAK,2016-2017,active,D,1.7,27,559.756097561
 BRAYDEN.MCNABB,VGK,2017-2018,active,D,1.7,3,62.195121951
 BRAYDEN.POINT,TBL,2016-2017,active,F,0.944167,14,161.199243902
 BRAYDEN.SCHENN,PHI,2011-2012,active,F,3.11,20,758.536585366
 BRAYDEN.SCHENN,PHI,2015-2016,active,F,2.5,1,30.487804878
 BRAYDON.COBURN,PHI,2009-2010,active,D,1.3,1,15.853658537
 BRAYDON.COBURN,PHI,2011-2012,active,D,3.2,1,39.024390244
 BRAYDON.COBURN,PHI,2012-2013,active,D,4.5,15,823.170731707
 BRAYDON.COBURN,PHI,2014-2015,active,D,4.5,24,1317.073170732
 BRAYDON.COBURN,TBL,2014-2015,active,D,4.5,14,768.292682927
 BRAYDON.COBURN,TBL,2015-2016,active,D,4.5,2,109.756097561
 BRAYDON.COBURN,TBL,2016-2017,active,D,3.7,2,90.243902439
 BRAYDON.COBURN,TBL,2017-2018,active,D,3.7,6,270.731707317
 BRENDAN.GALLAGHER,MTL,2012-2013,active,F,0.87,3,31.829268293
 BRENDAN.GALLAGHER,MTL,2013-2014,active,F,0.87,1,10.609756098
 BRENDAN.GALLAGHER,MTL,2015-2016,active,F,3.75,29,1326.2195121949999
 BRENDAN.GALLAGHER,MTL,2016-2017,active,F,3.75,18,823.170731707
 BRENDAN.GAUNCE,VAN,2016-2017,active,F,1.025833,15,187.652378049
 BRENDAN.GAUNCE,VAN,2017-2018,active,F,0.75,37,338.414634146
 BRENDAN.GUHLE,BUF,2017-2018,active,D,0.888333,1,10.833329268
 BRENDAN.LEIPSIC,VAN,2017-2018,active,F,0.65,5,39.634146341
 BRENDAN.LEIPSIC,VGK,2017-2018,active,F,0.65,2,15.853658537
 BRENDAN.MIKKELSON,TBL,2011-2012,active,D,0.722,1,8.804878049
 BRENDAN.MIKKELSON,TBL,2012-2013,active,D,0.6,3,21.951219512
 BRENDAN.MORRISON,CGY,2010-2011,active,F,0.725,16,141.463414634
 BRENDAN.MORRISON,CGY,2011-2012,active,F,1.25,15,228.65853658499998
 BRENDAN.MORRISON,WSH,2009-2010,active,D,1.5,6,109.756097561
 BRENDAN.PERLINI,ARI/PHX,2017-2018,active,F,1.363333,6,99.756073171
 BRENDAN.SMITH,DET,2012-2013,active,D,0.875,11,117.37804878
 BRENDAN.SMITH,DET,2013-2014,active,D,1.2625,6,92.37804878
 BRENDAN.SMITH,DET,2014-2015,active,D,1.2625,5,76.981707317
 BRENDAN.SMITH,DET,2015-2016,active,D,2.75,5,167.682926829
 BRENDAN.SMITH,DET,2016-2017,active,D,2.75,25,838.414634146
 BRENDAN.WITT,NYI,2009-2010,active,D,3,11,402.43902439
 BRENDEN.DILLON,DAL,2013-2014,active,D,0.9,2,21.951219512
 BRENDEN.DILLON,SJS,2015-2016,active,D,3.27,6,239.268292683
 BRENDEN.MORROW,DAL,2009-2010,active,F,4.1,6,300
 BRENDEN.MORROW,DAL,2011-2012,active,F,4.1,25,1250
 BRENDEN.MORROW,DAL,2012-2013,active,F,4.1,2,100
 BRENDEN.MORROW,STL,2013-2014,active,F,1.5,9,164.63414634100002
 BRENDEN.MORROW,TBL,2014-2015,active,F,1.55,2,37.804878048
 BRENT.BURNS,MIN,2009-2010,active,D,3.55,35,1515.2439024389998
 BRENT.BURNS,SJS,2011-2012,active,D,3.55,1,43.292682927
 BRENT.BURNS,SJS,2012-2013,active,D,5.76,17,1194.146341463
 BRENT.BURNS,SJS,2013-2014,active,F,5.76,13,913.170731707
 BRENT.JOHNSON,PIT,2009-2010,active,G,0.525,5,32.012195122
 BRENT.JOHNSON,PIT,2010-2011,active,G,0.6,7,51.219512195
 BRENT.JOHNSON,PIT,2011-2012,active,G,0.6,17,124.390243902
 BRENT.SEABROOK,CHI,2009-2010,active,D,3.5,4,170.731707318
 BRENT.SEABROOK,CHI,2011-2012,active,D,5.8,4,282.926829268
 BRENT.SEABROOK,CHI,2012-2013,active,D,5.8,1,70.731707317
 BRENT.SEABROOK,CHI,2015-2016,active,D,5.8,1,70.731707317
 BRENT.SEABROOK,CHI,2016-2017,active,D,6.875,2,167.682926829
 BRENT.SOPEL,CHI,2009-2010,active,D,2.333,6,170.707317073
 BRENT.SOPEL,MTL,2010-2011,active,D,2.333,7,199.158536585
 BRETT.BELLEMORE,CAR,2013-2014,active,D,0.6,9,65.85365853600001
 BRETT.BELLEMORE,CAR,2014-2015,active,D,0.6,9,65.853658536
 BRETT.CARSON,CGY,2011-2012,active,D,0.575,7,49.085365854
 BRETT.CLARK,COL,2009-2010,active,D,3.5,5,213.414634146
 BRETT.CONNOLLY,BOS,2014-2015,active,F,0.8505,15,155.579268293
 BRETT.CONNOLLY,BOS,2015-2016,active,F,1.025,5,62.5
 BRETT.CONNOLLY,TBL,2014-2015,active,F,0.8505,12,124.463414634
 BRETT.CONNOLLY,WSH,2016-2017,active,F,0.85,2,20.731707317
 BRETT.CONNOLLY,WSH,2017-2018,active,F,1.5,7,128.048780488
 BRETT.FESTERLING,WPG/ATL,2011-2012,active,D,0.578,9,63.43902439
 BRETT.KULAK,CGY,2016-2017,active,D,0.776667,2,18.943097561
 BRETT.LEBDA,CBJ,2011-2012,active,D,0.7,5,42.682926829
 BRETT.LEBDA,TOR,2010-2011,active,D,1.45,7,123.780487805
 BRETT.LERNOUT,MTL,2015-2016,active,D,0.905,3,33.109756098
 BRETT.PESCE,CAR,2015-2016,active,D,0.991667,6,72.561
 BRETT.PESCE,CAR,2017-2018,active,D,0.925,17,191.768292683
 BRETT.RITCHIE,DAL,2014-2015,active,F,0.894167,4,43.617902439
 BRETT.RITCHIE,DAL,2015-2016,active,F,0.814167,33,327.65257317100003
 BRETT.RITCHIE,DAL,2016-2017,active,F,0.875,2,21.341463415
 BRETT.RITCHIE,DAL,2017-2018,active,F,1.75,5,106.707317074
 BRETT.SUTTER,MIN,2014-2015,active,F,0.6,2,14.634146341
 BRIAN.BOUCHER,CAR,2011-2012,active,G,0.95,36,417.073170732
 BRIAN.BOUCHER,PHI,2009-2010,active,G,0.925,4,45.12195122
 BRIAN.BOYLE,NJD,2017-2018,active,F,2.75,13,435.975609757
 BRIAN.BOYLE,NYR,2009-2010,active,F,0.525,10,64.024390244
 BRIAN.BOYLE,NYR,2012-2013,active,F,1.7,6,124.390243902
 BRIAN.BOYLE,TBL,2015-2016,active,F,2,6,146.341463414
 BRIAN.BOYLE,TBL,2016-2017,active,F,2,6,146.341463414
 BRIAN.CAMPBELL,CHI,2009-2010,active,D,7.143,14,1219.536585366
 BRIAN.CAMPBELL,CHI,2010-2011,active,D,7.143,17,1480.8658536589999
 BRIAN.DUMOULIN,PIT,2015-2016,active,D,0.8,3,29.268292683
 BRIAN.DUMOULIN,PIT,2016-2017,active,D,0.8,10,97.56097561
 BRIAN.DUMOULIN,PIT,2017-2018,active,D,4.1,2,100
 BRIAN.ELLIOTT,CGY,2016-2017,active,G,2.5,1,30.487804878
 BRIAN.ELLIOTT,PHI,2017-2018,active,G,2.75,29,972.560975609
 BRIAN.ELLIOTT,STL,2014-2015,active,G,2.5,14,426.829268293
 BRIAN.ELLIOTT,STL,2015-2016,active,G,2.5,10,304.87804878
 BRIAN.FLYNN,MTL,2014-2015,active,F,0.6375,5,38.87195122
 BRIAN.FLYNN,MTL,2015-2016,active,F,0.95,25,289.634146341
 BRIAN.FLYNN,MTL,2016-2017,active,F,0.95,23,266.463414634
 BRIAN.GIBBONS,CBJ,2014-2015,active,F,0.75,23,210.365853659
 BRIAN.GIBBONS,NJD,2017-2018,active,F,0.65,22,174.390243902
 BRIAN.GIBBONS,PIT,2013-2014,active,F,0.55,7,46.951219511999994
 BRIAN.GIONTA,BUF,2014-2015,active,F,4.25,13,673.780487805
 BRIAN.GIONTA,BUF,2015-2016,active,F,4.25,3,155.487804878
 BRIAN.GIONTA,MTL,2009-2010,active,F,5,21,1280.487804878
 BRIAN.GIONTA,MTL,2011-2012,active,F,5,51,3109.7560975610004
 BRIAN.LEE,OTT,2011-2012,active,D,0.875,6,64.024390244
 BRIAN.MCGRATTAN,CGY,2009-2010,active,F,0.55,10,67.073170732
 BRIAN.MCGRATTAN,CGY,2012-2013,active,F,0.6,6,43.902439024
 BRIAN.MCGRATTAN,CGY,2013-2014,active,F,0.75,4,36.585365853
 BRIAN.MCGRATTAN,NSH,2011-2012,active,F,0.6,28,204.87804878
 BRIAN.POTHIER,WSH,2009-2010,active,D,2.5,17,518.292682927
 BRIAN.RAFALSKI,DET,2009-2010,active,D,6,4,292.682926829
 BRIAN.RAFALSKI,DET,2010-2011,active,D,6,19,1390.243902439
 BRIAN.ROLSTON,NJD,2009-2010,active,F,5.063,2,123.487804878
 BRIAN.ROLSTON,NJD,2010-2011,active,F,5.063,14,864.414634146
 BRIAN.ROLSTON,NYI,2011-2012,active,F,5.063,6,370.463414634
 BRIAN.STRAIT,NYI,2012-2013,active,D,0.605,27,199.207317073
 BRIAN.STRAIT,NYI,2013-2014,active,D,0.775,35,330.792682926
 BRIAN.STRAIT,NYI,2015-2016,active,D,0.775,3,28.353658537
 BRIAN.STRAIT,PIT,2011-2012,active,D,0.862,25,262.804878049
 BRIAN.SUTHERBY,DAL,2009-2010,active,F,0.813,20,198.29268292700002
 BRIAN.SUTHERBY,DAL,2010-2011,active,F,0.813,11,109.060975609
 BROCK.BOESER,VAN,2017-2018,active,F,1.491667,18,327.439097562
 BROCK.MCGINN,CAR,2016-2017,active,F,0.844167,12,123.536634147
 BROCK.MCGINN,CAR,2017-2018,active,F,0.8875,1,10.823170732
 BROCK.NELSON,NYI,2016-2017,active,F,2.5,1,30.487804878
 BROOKS.LAICH,WSH,2009-2010,active,F,2.067,4,100.829268293
 BROOKS.LAICH,WSH,2012-2013,active,F,4.5,39,2140.243902439
 BROOKS.LAICH,WSH,2013-2014,active,F,4.5,31,1701.219512193
 BROOKS.LAICH,WSH,2014-2015,active,F,4.5,15,823.170731707
 BROOKS.ORPIK,PIT,2009-2010,active,D,3.75,9,411.585365853
 BROOKS.ORPIK,PIT,2010-2011,active,D,3.75,19,868.9024390239999
 BROOKS.ORPIK,PIT,2011-2012,active,D,3.75,9,411.585365854
 BROOKS.ORPIK,PIT,2012-2013,active,D,3.75,2,91.463414634
 BROOKS.ORPIK,PIT,2013-2014,active,D,3.75,10,457.317073171
 BROOKS.ORPIK,WSH,2014-2015,active,D,5.5,4,268.292682927
 BROOKS.ORPIK,WSH,2015-2016,active,D,5.5,40,2682.926829268
 BROOKS.ORPIK,WSH,2016-2017,active,D,5.5,3,201.219512195
 BROOKS.ORPIK,WSH,2017-2018,active,D,5.5,1,67.073170732
 BRUNO.GERVAIS,NYI,2009-2010,active,D,0.741,5,45.182926829
 BRUNO.GERVAIS,NYI,2010-2011,active,D,0.741,10,90.36585365799999
 BRUNO.GERVAIS,PHI,2012-2013,active,D,0.825,6,60.365853659
 BRUNO.GERVAIS,TBL,2011-2012,active,D,0.525,6,38.414634146
 BRYAN.ALLEN,ANA,2012-2013,active,D,3.5,5,213.414634146
 BRYAN.ALLEN,ANA,2013-2014,active,D,3.5,10,426.829268293
 BRYAN.ALLEN,ANA,2014-2015,active,D,3.5,14,597.56097561
 BRYAN.ALLEN,FLA,2009-2010,active,D,2.9,4,141.463414635
 BRYAN.ALLEN,FLA,2010-2011,active,D,2.9,9,318.292682927
 BRYAN.ALLEN,MTL,2014-2015,active,D,3.5,6,256.097560976
 BRYAN.BICKELL,CAR,2016-2017,active,F,4,44,2146.341463415
 BRYAN.BICKELL,CHI,2013-2014,active,F,4,20,975.609756097
 BRYAN.LITTLE,WPG/ATL,2009-2010,active,F,0.9,2,21.951219512
 BRYAN.LITTLE,WPG/ATL,2010-2011,active,F,2.383,6,174.365853659
 BRYAN.LITTLE,WPG/ATL,2011-2012,active,F,2.383,8,232.487804878
 BRYAN.LITTLE,WPG/ATL,2014-2015,active,F,4.7,11,630.487804878
 BRYAN.LITTLE,WPG/ATL,2015-2016,active,F,4.7,25,1432.926829268
 BRYAN.LITTLE,WPG/ATL,2016-2017,active,F,4.7,23,1318.292682927
 BRYAN.MCCABE,FLA,2010-2011,active,D,5.75,13,911.585365854
 BRYAN.RUST,PIT,2015-2016,active,F,0.8875,21,227.286585366
 BRYAN.RUST,PIT,2016-2017,active,F,0.64,23,179.512195122
 BRYAN.RUST,PIT,2017-2018,active,F,0.64,13,101.463414635
 BRYCE.SALVADOR,NJD,2009-2010,active,D,2.9,3,106.097560976
 BRYCE.SALVADOR,NJD,2010-2011,active,D,2.9,82,2900
 BRYCE.SALVADOR,NJD,2012-2013,active,D,3.167,9,347.59756097599995
 BRYCE.SALVADOR,NJD,2013-2014,active,D,3.166667,42,1621.951390244
 BRYCE.SALVADOR,NJD,2014-2015,active,D,3.166667,67,2587.398646341
